linha,coluna,rotulo_coluna,tipo_linha,codigo_cnae,descricao,status_atualizacao,valor_origem,valor_gerado,diferenca,variacao_pct,resultado,motivo
51,I,I — 2024 (jan-dez),grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",atualizado,3724,3740,16.0,0.4296,divergente,
51,J,J — 2025 (jan-dez),grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",atualizado,2822,2859,37.0,1.3111,divergente,
51,K,K — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2022 / Microempresa,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
51,L,L — Empresa de pequeno porte,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
51,M,M — Empresa de médio porte,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
51,N,N — Grande empresa,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
51,O,O — Quantidade de estabelecimentos por porte(RAIS completa) (Metodologia Sebrae) 2023 / Microempresa,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,177326,177326,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
51,P,P — Empresa de pequeno porte,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,991,991,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
51,Q,Q — Empresa de médio porte,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,100,100,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
51,R,R — Grande empresa,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,46,46,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
51,S,S — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2024 / Microempresa,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,189654,189654,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
51,T,T — Empresa de pequeno porte,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,924,924,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
51,U,U — Empresa de médio porte,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,105,105,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
51,V,V — Grande empresa,grupo,461,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",indisponivel,49,49,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
52,D,D — EMPREGOS / Estoque 2022,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,atualizado,403760,403760,0.0,0.0,identico,
52,E,E — Estoque 2023,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,atualizado,414442,410830,-3612.0,-0.8715,divergente,
52,F,F — Estoque 2024,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,atualizado,434902,430320,-4582.0,-1.0536,divergente,
52,G,G — Estoque 2025,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,formula_preservada,445626,441076,-4550.0,-1.021,divergente,estoque projetado = coluna F + coluna J
52,H,H — Saldo / 2023 (jan-dez),grupo,464,Comércio atacadista de produtos de consumo não-alimentar,atualizado,14951,14950,-1.0,-0.0067,divergente,
52,I,I — 2024 (jan-dez),grupo,464,Comércio atacadista de produtos de consumo não-alimentar,atualizado,18099,18096,-3.0,-0.0166,divergente,
52,J,J — 2025 (jan-dez),grupo,464,Comércio atacadista de produtos de consumo não-alimentar,atualizado,10724,10756,32.0,0.2984,divergente,
52,K,K — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2022 / Microempresa,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
52,L,L — Empresa de pequeno porte,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
52,M,M — Empresa de médio porte,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
52,N,N — Grande empresa,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
52,O,O — Quantidade de estabelecimentos por porte(RAIS completa) (Metodologia Sebrae) 2023 / Microempresa,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,67998,67998,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
52,P,P — Empresa de pequeno porte,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,6657,6657,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
52,Q,Q — Empresa de médio porte,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,740,740,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
52,R,R — Grande empresa,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,538,538,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
52,S,S — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2024 / Microempresa,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,72255,72255,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
52,T,T — Empresa de pequeno porte,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,6882,6882,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
52,U,U — Empresa de médio porte,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,783,783,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
52,V,V — Grande empresa,grupo,464,Comércio atacadista de produtos de consumo não-alimentar,indisponivel,555,555,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
53,D,D — EMPREGOS / Estoque 2022,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,atualizado,39075,39075,0.0,0.0,identico,
53,E,E — Estoque 2023,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,atualizado,38263,37965,-298.0,-0.7788,divergente,
53,F,F — Estoque 2024,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,atualizado,38594,38188,-406.0,-1.052,divergente,
53,G,G — Estoque 2025,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,formula_preservada,38870,38466,-404.0,-1.0394,divergente,estoque projetado = coluna F + coluna J
53,H,H — Saldo / 2023 (jan-dez),grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,atualizado,1205,1205,0.0,0.0,identico,
53,I,I — 2024 (jan-dez),grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,atualizado,640,640,0.0,0.0,identico,
53,J,J — 2025 (jan-dez),grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,atualizado,276,278,2.0,0.7246,divergente,
53,K,K — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2022 / Microempresa,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
53,L,L — Empresa de pequeno porte,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
53,M,M — Empresa de médio porte,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
53,N,N — Grande empresa,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
53,O,O — Quantidade de estabelecimentos por porte(RAIS completa) (Metodologia Sebrae) 2023 / Microempresa,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,6258,6258,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
53,P,P — Empresa de pequeno porte,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,571,571,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
53,Q,Q — Empresa de médio porte,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,69,69,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
53,R,R — Grande empresa,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,57,57,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
53,S,S — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2024 / Microempresa,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,6745,6745,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
53,T,T — Empresa de pequeno porte,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,566,566,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
53,U,U — Empresa de médio porte,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,76,76,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
53,V,V — Grande empresa,grupo,465,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,indisponivel,50,50,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
54,D,D — EMPREGOS / Estoque 2022,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",atualizado,161186,161186,0.0,0.0,identico,
54,E,E — Estoque 2023,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",atualizado,171385,170353,-1032.0,-0.6022,divergente,
54,F,F — Estoque 2024,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",atualizado,177465,176221,-1244.0,-0.701,divergente,
54,G,G — Estoque 2025,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",formula_preservada,181834,180596,-1238.0,-0.6808,divergente,estoque projetado = coluna F + coluna J
54,H,H — Saldo / 2023 (jan-dez),grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",atualizado,10918,10918,0.0,0.0,identico,
54,I,I — 2024 (jan-dez),grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",atualizado,6479,6481,2.0,0.0309,divergente,
54,J,J — 2025 (jan-dez),grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",atualizado,4369,4375,6.0,0.1373,divergente,
54,K,K — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2022 / Microempresa,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
54,L,L — Empresa de pequeno porte,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
54,M,M — Empresa de médio porte,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
54,N,N — Grande empresa,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
54,O,O — Quantidade de estabelecimentos por porte(RAIS completa) (Metodologia Sebrae) 2023 / Microempresa,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,27126,27126,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
54,P,P — Empresa de pequeno porte,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,3493,3493,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
54,Q,Q — Empresa de médio porte,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,388,388,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
54,R,R — Grande empresa,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,164,164,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
54,S,S — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2024 / Microempresa,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,28936,28936,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
54,T,T — Empresa de pequeno porte,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,3610,3610,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
54,U,U — Empresa de médio porte,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,384,384,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
54,V,V — Grande empresa,grupo,466,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",indisponivel,186,186,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
55,D,D — EMPREGOS / Estoque 2022,grupo,468,Comércio atacadista especializado em outros produtos,atualizado,270921,270921,0.0,0.0,identico,
55,E,E — Estoque 2023,grupo,468,Comércio atacadista especializado em outros produtos,atualizado,279565,277339,-2226.0,-0.7962,divergente,
55,F,F — Estoque 2024,grupo,468,Comércio atacadista especializado em outros produtos,atualizado,284618,281917,-2701.0,-0.949,divergente,
55,G,G — Estoque 2025,grupo,468,Comércio atacadista especializado em outros produtos,formula_preservada,289445,286735,-2710.0,-0.9363,divergente,estoque projetado = coluna F + coluna J
55,H,H — Saldo / 2023 (jan-dez),grupo,468,Comércio atacadista especializado em outros produtos,atualizado,8052,8052,0.0,0.0,identico,
55,I,I — 2024 (jan-dez),grupo,468,Comércio atacadista especializado em outros produtos,atualizado,6888,6889,1.0,0.0145,divergente,
55,J,J — 2025 (jan-dez),grupo,468,Comércio atacadista especializado em outros produtos,atualizado,4827,4818,-9.0,-0.1865,divergente,
55,K,K — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2022 / Microempresa,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
55,L,L — Empresa de pequeno porte,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
55,M,M — Empresa de médio porte,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
55,N,N — Grande empresa,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
55,O,O — Quantidade de estabelecimentos por porte(RAIS completa) (Metodologia Sebrae) 2023 / Microempresa,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,45568,45568,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
55,P,P — Empresa de pequeno porte,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,6170,6170,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
55,Q,Q — Empresa de médio porte,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,524,524,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
55,R,R — Grande empresa,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,278,278,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
55,S,S — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2024 / Microempresa,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,48338,48338,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
55,T,T — Empresa de pequeno porte,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,6161,6161,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
55,U,U — Empresa de médio porte,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,555,555,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
55,V,V — Grande empresa,grupo,468,Comércio atacadista especializado em outros produtos,indisponivel,285,285,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
56,D,D — EMPREGOS / Estoque 2022,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,atualizado,810220,810220,0.0,0.0,identico,
56,E,E — Estoque 2023,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,atualizado,799482,785851,-13631.0,-1.705,divergente,
56,F,F — Estoque 2024,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,atualizado,796612,778633,-17979.0,-2.2569,divergente,
56,G,G — Estoque 2025,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,formula_preservada,794799,776872,-17927.0,-2.2555,divergente,estoque projetado = coluna F + coluna J
56,H,H — Saldo / 2023 (jan-dez),grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,atualizado,-3337,-3330,7.0,0.2098,divergente,
56,I,I — 2024 (jan-dez),grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,atualizado,5065,5074,9.0,0.1777,divergente,
56,J,J — 2025 (jan-dez),grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,atualizado,-1813,-1761,52.0,2.8682,divergente,
56,K,K — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2022 / Microempresa,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
56,L,L — Empresa de pequeno porte,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
56,M,M — Empresa de médio porte,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
56,N,N — Grande empresa,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,,,,,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2022)
56,O,O — Quantidade de estabelecimentos por porte(RAIS completa) (Metodologia Sebrae) 2023 / Microempresa,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,301399,301399,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
56,P,P — Empresa de pequeno porte,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,18069,18069,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
56,Q,Q — Empresa de médio porte,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,600,600,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
56,R,R — Grande empresa,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,207,207,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2023)
56,S,S — Quantidade de estabelecimentos por porte(RAIS) (Metodologia Sebrae) 2024 / Microempresa,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,323577,323577,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
56,T,T — Empresa de pequeno porte,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,18027,18027,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
56,U,U — Empresa de médio porte,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,591,591,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
56,V,V — Grande empresa,grupo,475,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,indisponivel,204,204,0.0,0.0,nao_atualizado,Não há na biblioteca nem na API endpoint de estabelecimentos por porte da RAIS/metodologia Sebrae com recorte anual e 4 portes (ano 2024)
